id,x[m],y[m],z[m],t[s]
7,-0.15000000000000002,0.1499999999999999,0.4,0
7,-0.15000000000000002,0.44999999999999996,0.4,2
7,-0.15000000000000002,0.1499999999999999,0.4,4
7,-0.44999999999999996,-0.1499999999999999,0.4,6
7,-0.44999999999999996,-0.44999999999999996,0.4,8
7,-0.44999999999999996,-0.1499999999999999,0.4,10
7,-0.44999999999999996,-0.44999999999999996,0.4,12
7,-0.44999999999999996,-0.1499999999999999,0.4,14
7,-0.44999999999999996,-0.44999999999999996,0.4,16
7,-0.44999999999999996,-0.44999999999999996,0.4,18
7,-0.44999999999999996,-0.7499999999999999,0.4,20
7,-0.44999999999999996,-0.7499999999999999,0.4,22
7,-0.44999999999999996,-0.44999999999999996,0.4,24
7,-0.44999999999999996,-0.1499999999999999,0.4,26
7,-0.44999999999999996,0.1499999999999999,0.4,28
7,-0.15000000000000002,0.44999999999999996,0.4,30
7,-0.44999999999999996,0.44999999999999996,0.4,32
7,-0.15000000000000002,0.44999999999999996,0.4,34
7,-0.15000000000000002,0.1499999999999999,0.4,36
7,-0.44999999999999996,0.44999999999999996,0.4,38
7,-0.44999999999999996,0.44999999999999996,0.4,40
7,-0.15000000000000002,0.44999999999999996,0.4,42
7,-0.15000000000000002,0.44999999999999996,0.4,44
7,0.15000000000000002,0.44999999999999996,0.4,46
7,0.15000000000000002,0.44999999999999996,0.4,48
7,-0.15000000000000002,0.44999999999999996,0.4,50
7,0.15000000000000002,0.44999999999999996,0.4,52
7,-0.15000000000000002,0.44999999999999996,0.4,54
7,-0.15000000000000002,0.1499999999999999,0.4,56
7,-0.44999999999999996,-0.1499999999999999,0.4,58
7,-0.44999999999999996,-0.1499999999999999,0.4,60
7,-0.15000000000000002,0.1499999999999999,0.4,62
7,-0.15000000000000002,0.1499999999999999,0.4,64
7,-0.15000000000000002,0.1499999999999999,0.4,66
7,-0.15000000000000002,-0.1499999999999999,0.4,68
7,-0.44999999999999996,-0.44999999999999996,0.4,70
7,-0.44999999999999996,-0.1499999999999999,0.4,72
7,-0.15000000000000002,0.1499999999999999,0.4,74
7,-0.15000000000000002,0.44999999999999996,0.4,76
7,-0.15000000000000002,0.44999999999999996,0.4,78
7,-0.44999999999999996,0.1499999999999999,0.4,80
7,-0.44999999999999996,-0.1499999999999999,0.4,82
7,-0.44999999999999996,-0.1499999999999999,0.4,84
7,-0.15000000000000002,-0.1499999999999999,0.4,86
7,0.15000000000000002,-0.1499999999999999,0.4,88
7,0.15000000000000002,-0.1499999999999999,0.4,90
7,-0.15000000000000002,0.1499999999999999,0.4,92
7,-0.44999999999999996,-0.1499999999999999,0.4,94
7,-0.44999999999999996,-0.1499999999999999,0.4,96
7,-0.44999999999999996,-0.1499999999999999,0.4,98
7,-0.44999999999999996,-0.44999999999999996,0.4,100
7,-0.44999999999999996,-0.1499999999999999,0.4,102
7,-0.15000000000000002,0.1499999999999999,0.4,104
7,-0.44999999999999996,0.1499999999999999,0.4,106
7,-0.15000000000000002,-0.1499999999999999,0.4,108
7,-0.44999999999999996,-0.44999999999999996,0.4,110
7,-0.15000000000000002,-0.7499999999999999,0.4,112
7,-0.44999999999999996,-0.7499999999999999,0.4,114
